Fecha,Pais,Marca,Cliente,Ingresos,Gastos
21/08/2020 00:00,Chile,Innovatech,Pequenias y medianas empresas,258556.536,219861
22/08/2020 00:00,Argentina,NeuroNet,Sector publico,3411.45,2565
23/08/2020 00:00,Mexico,Cybernova,Pequenias y medianas empresas,1863745.2,1688175
24/08/2020 00:00,Argentina,NeuroNet,Sector publico,17361.675,10212.75
26/08/2020 00:00,Chile,Cybernova,Sector publico,2697330.983,2329920.45
28/08/2020 00:00,Peru,Innovatech,Sector publico,10839.0744,8149.68
29/08/2020 00:00,Uruguay,Cybernova,Instituciones educativas,29403,19602
29/08/2020 00:00,Argentina,Innovatech,Instituciones educativas,10973.6775,7782.75
29/08/2020 00:00,Uruguay,Cybernova,Sector publico,8266.104,6709.5
29/08/2020 00:00,Mexico,Cybernova,Sector publico,41209.8192,23414.67
30/08/2020 00:00,Uruguay,NexTec,Consumidores finales,114202.2115,110484
30/08/2020 00:00,Chile,Cybernova,Sector publico,37585.44,21852
31/08/2020 00:00,Peru,NexTec,Consumidores finales,1306806.49,1169100
02/09/2020 00:00,Peru,OmegaTech,Instituciones educativas,6196.5,4590
02/09/2020 00:00,Argentina,Cybernova,Pequenias y medianas empresas,1642202.991,1382325.75
05/09/2020 00:00,Uruguay,Cybernova,Consumidores finales,223512.9188,187841.16
05/09/2020 00:00,Peru,OmegaTech,Pequenias y medianas empresas,180449.1,155025
06/09/2020 00:00,Argentina,NeuroNet,Instituciones educativas,134721.3546,95547.06
07/09/2020 00:00,Argentina,NexTec,Pequenias y medianas empresas,571212,553500
08/09/2020 00:00,Mexico,NexTec,Pequenias y medianas empresas,3043965.015,2787513.75
09/09/2020 00:00,Chile,NeuroNet,Instituciones educativas,31945.32,24201
09/09/2020 00:00,Uruguay,NeuroNet,Instituciones educativas,115847.82,85813.2
09/09/2020 00:00,Uruguay,OmegaTech,Pequenias y medianas empresas,112492.8,100800
10/09/2020 00:00,Argentina,Innovatech,Consumidores finales,106176.2019,92988
11/09/2020 00:00,Mexico,OmegaTech,Sector publico,215460,168480
11/09/2020 00:00,Peru,NexTec,Sector publico,114016.2624,61965.36
12/09/2020 00:00,Argentina,Cybernova,Sector publico,24023.5632,19066.32
12/09/2020 00:00,Mexico,OmegaTech,Grandes clientes,9281.6507,8001.423
13/09/2020 00:00,Peru,NexTec,Consumidores finales,119996.8269,107352
13/09/2020 00:00,Chile,OmegaTech,Consumidores finales,174809.6437,159825.96
13/09/2020 00:00,Argentina,NexTec,Sector publico,26981.64,15687
14/09/2020 00:00,Argentina,OmegaTech,Instituciones educativas,7117.875,4995
16/09/2020 00:00,Chile,OmegaTech,Consumidores finales,44783.6538,37260
16/09/2020 00:00,Uruguay,NeuroNet,Consumidores finales,1094095.817,958197.6
16/09/2020 00:00,Peru,NexTec,Consumidores finales,1933865.965,1730082.24
17/09/2020 00:00,Peru,Cybernova,Sector publico,2063.88,1620
18/09/2020 00:00,Uruguay,Cybernova,Sector publico,37528.1122,30461.13
18/09/2020 00:00,Peru,Innovatech,Pequenias y medianas empresas,862875.018,773185.5
19/09/2020 00:00,Peru,Cybernova,Pequenias y medianas empresas,322898.4,305775
19/09/2020 00:00,Argentina,NexTec,Pequenias y medianas empresas,3206971.845,2699471.25
20/09/2020 00:00,Chile,NexTec,Sector publico,214462.8387,110547.855
20/09/2020 00:00,Uruguay,NexTec,Sector publico,989759.232,835511.04
22/09/2020 00:00,Argentina,NexTec,Grandes clientes,26228.6338,20072.934
23/09/2020 00:00,Argentina,OmegaTech,Consumidores finales,210755.7692,194832
23/09/2020 00:00,Peru,NeuroNet,Sector publico,13095.5616,7440.66
25/09/2020 00:00,Chile,Cybernova,Grandes clientes,27964.3914,21185.145
28/09/2020 00:00,Argentina,NeuroNet,Instituciones educativas,25467.75,17325
28/09/2020 00:00,Chile,NeuroNet,Sector publico,177404.7744,92398.32
29/09/2020 00:00,Peru,NexTec,Consumidores finales,136338.3822,119403.72
29/09/2020 00:00,Mexico,Cybernova,Grandes clientes,5675.184,4892.4
01/10/2020 00:00,Argentina,NexTec,Sector publico,2130.66,1710
02/10/2020 00:00,Chile,Innovatech,Sector publico,7254.63,3739.5
02/10/2020 00:00,Chile,NeuroNet,Sector publico,900742.5,778050
02/10/2020 00:00,Uruguay,OmegaTech,Pequenias y medianas empresas,1268696.52,1161810
03/10/2020 00:00,Uruguay,Cybernova,Consumidores finales,223848.5625,219108.24
04/10/2020 00:00,Uruguay,Cybernova,Consumidores finales,173137.5,160056
04/10/2020 00:00,Argentina,Cybernova,Sector publico,49995.5702,41524.56
04/10/2020 00:00,Chile,NeuroNet,Grandes clientes,87593.4259,72192.384
05/10/2020 00:00,Chile,NeuroNet,Instituciones educativas,36090.36,25596
05/10/2020 00:00,Uruguay,OmegaTech,Sector publico,25695.9,13815
07/10/2020 00:00,Argentina,Cybernova,Instituciones educativas,8302.5,5535
08/10/2020 00:00,Peru,NexTec,Sector publico,1758864.24,1361025.9
08/10/2020 00:00,Argentina,Innovatech,Sector publico,467375.832,394538.04
08/10/2020 00:00,Uruguay,NexTec,Grandes clientes,92210.3482,74363.184
09/10/2020 00:00,Peru,Innovatech,Instituciones educativas,8830.62,6399
12/10/2020 00:00,Chile,NexTec,Instituciones educativas,18380.925,14085
12/10/2020 00:00,Chile,OmegaTech,Consumidores finales,129872.5962,108054
12/10/2020 00:00,Peru,Cybernova,Sector publico,638637.3,474416.28
12/10/2020 00:00,Argentina,NexTec,Sector publico,12459.555,7329.15
12/10/2020 00:00,Mexico,Cybernova,Pequenias y medianas empresas,157734,142875
12/10/2020 00:00,Argentina,NexTec,Pequenias y medianas empresas,200707.2,181800
13/10/2020 00:00,Argentina,OmegaTech,Sector publico,413459.424,319938.84
13/10/2020 00:00,Chile,Innovatech,Pequenias y medianas empresas,775287.936,751248
13/10/2020 00:00,Uruguay,Innovatech,Grandes clientes,11166.12,8545.5
14/10/2020 00:00,Uruguay,Cybernova,Sector publico,33078.24,17784
15/10/2020 00:00,Mexico,NeuroNet,Instituciones educativas,53696.3904,37289.16
15/10/2020 00:00,Argentina,NeuroNet,Sector publico,16229.6114,12600.63
16/10/2020 00:00,Peru,Cybernova,Consumidores finales,289533.4615,245808
16/10/2020 00:00,Peru,NeuroNet,Pequenias y medianas empresas,588859.2,570600
17/10/2020 00:00,Argentina,NexTec,Consumidores finales,259865.7188,218392.2
18/10/2020 00:00,Argentina,Cybernova,Grandes clientes,27065.232,23603.4
19/10/2020 00:00,Argentina,Innovatech,Sector publico,273319.2,230724
19/10/2020 00:00,Mexico,OmegaTech,Sector publico,28552.0788,15350.58
21/10/2020 00:00,Mexico,OmegaTech,Sector publico,6849.4734,5149.98
21/10/2020 00:00,Mexico,Innovatech,Sector publico,29584.2456,16255.08
21/10/2020 00:00,Chile,Innovatech,Grandes clientes,27194.4,20395.8
22/10/2020 00:00,Uruguay,NexTec,Instituciones educativas,154034.6625,120811.5
22/10/2020 00:00,Argentina,NexTec,Consumidores finales,195112.2938,163973.16
22/10/2020 00:00,Uruguay,NeuroNet,Consumidores finales,817817.149,764521.2
23/10/2020 00:00,Uruguay,NeuroNet,Sector publico,606617.424,484548.48
23/10/2020 00:00,Peru,NeuroNet,Pequenias y medianas empresas,92517.39,78671.25
24/10/2020 00:00,Chile,OmegaTech,Consumidores finales,252960.1442,216972
24/10/2020 00:00,Mexico,NexTec,Consumidores finales,222325.0615,188749.44
24/10/2020 00:00,Chile,OmegaTech,Sector publico,47018.7,26415
24/10/2020 00:00,Uruguay,OmegaTech,Pequenias y medianas empresas,1699625.592,1522962
24/10/2020 00:00,Peru,Innovatech,Grandes clientes,24475.6512,20172.24
25/10/2020 00:00,Uruguay,Cybernova,Consumidores finales,152308.6096,142382.88
25/10/2020 00:00,Chile,NexTec,Grandes clientes,20637.936,17998.2
28/10/2020 00:00,Argentina,NeuroNet,Consumidores finales,366187.5,304668
28/10/2020 00:00,Mexico,NeuroNet,Consumidores finales,272868.75,231660
28/10/2020 00:00,Chile,NeuroNet,Grandes clientes,64337.8464,51885.36
28/10/2020 00:00,Argentina,OmegaTech,Grandes clientes,28072.98,24482.25
29/10/2020 00:00,Peru,OmegaTech,Instituciones educativas,11916.45,8730
30/10/2020 00:00,Peru,Cybernova,Sector publico,1517.04,1260
31/10/2020 00:00,Mexico,Cybernova,Consumidores finales,285062.8846,257796
31/10/2020 00:00,Peru,NexTec,Consumidores finales,54815.1923,53654.4
31/10/2020 00:00,Chile,Cybernova,Pequenias y medianas empresas,4185548.64,3832920
01/11/2020 00:00,Peru,Cybernova,Grandes clientes,3963.6,2972.7
02/11/2020 00:00,Peru,NeuroNet,Pequenias y medianas empresas,1593506.25,1397812.5
05/11/2020 00:00,Peru,Innovatech,Sector publico,8211.42,6174
05/11/2020 00:00,Peru,NexTec,Sector publico,10859.94,5967
06/11/2020 00:00,Mexico,OmegaTech,Sector publico,18497.5862,14361.48
07/11/2020 00:00,Peru,NexTec,Sector publico,1438680.6,1068734.16
07/11/2020 00:00,Chile,Cybernova,Grandes clientes,15449.94,11704.5
08/11/2020 00:00,Chile,NexTec,Consumidores finales,275981.5385,260928
08/11/2020 00:00,Peru,Cybernova,Sector publico,10360.764,5630.85
08/11/2020 00:00,Argentina,Innovatech,Grandes clientes,8390.52,7403.4
09/11/2020 00:00,Peru,Innovatech,Grandes clientes,104525.802,82520.37
10/11/2020 00:00,Argentina,Innovatech,Instituciones educativas,106099.8993,79475.58
13/11/2020 00:00,Argentina,Cybernova,Instituciones educativas,61715.5605,41559.3
13/11/2020 00:00,Argentina,NeuroNet,Instituciones educativas,141675.0143,101559.15
15/11/2020 00:00,Chile,OmegaTech,Sector publico,70022.4372,40242.78
16/11/2020 00:00,Chile,Innovatech,Instituciones educativas,91517.4288,63553.77
16/11/2020 00:00,Argentina,Cybernova,Consumidores finales,234044.0481,216360.72
16/11/2020 00:00,Peru,OmegaTech,Sector publico,671806.8,499056.48
16/11/2020 00:00,Peru,Innovatech,Pequenias y medianas empresas,171005.688,145413
16/11/2020 00:00,Peru,Cybernova,Pequenias y medianas empresas,382552.092,328653
17/11/2020 00:00,Argentina,OmegaTech,Pequenias y medianas empresas,344509.2,308700
17/11/2020 00:00,Uruguay,Innovatech,Pequenias y medianas empresas,474131.394,420329.25
18/11/2020 00:00,Mexico,NeuroNet,Sector publico,13416.48,10890
18/11/2020 00:00,Peru,OmegaTech,Sector publico,24933.9283,19358.64
19/11/2020 00:00,Peru,NexTec,Sector publico,530145,437580
19/11/2020 00:00,Chile,Innovatech,Pequenias y medianas empresas,410605.2,342171
19/11/2020 00:00,Mexico,NexTec,Pequenias y medianas empresas,1297890,1138500
20/11/2020 00:00,Uruguay,OmegaTech,Consumidores finales,989305.1438,904507.56
20/11/2020 00:00,Mexico,Cybernova,Sector publico,160091.9784,87006.51
21/11/2020 00:00,Mexico,Cybernova,Instituciones educativas,67105.3248,46600.92
21/11/2020 00:00,Uruguay,NeuroNet,Grandes clientes,10868.0746,9477.972
22/11/2020 00:00,Peru,Innovatech,Sector publico,352680.3,261991.08
23/11/2020 00:00,Argentina,Cybernova,Sector publico,114148.2456,65602.44
23/11/2020 00:00,Peru,NeuroNet,Pequenias y medianas empresas,638043.75,559687.5
24/11/2020 00:00,Chile,NeuroNet,Instituciones educativas,72902.5272,51703.92
25/11/2020 00:00,Chile,Cybernova,Sector publico,10094.9531,7923.825
25/11/2020 00:00,Peru,NexTec,Grandes clientes,9518.148,8205.3
26/11/2020 00:00,Argentina,NexTec,Sector publico,105537.6,81666
26/11/2020 00:00,Peru,NexTec,Sector publico,32396.49,23140.35
27/11/2020 00:00,Chile,Innovatech,Sector publico,15157.296,12303
27/11/2020 00:00,Chile,Innovatech,Pequenias y medianas empresas,540270,450225
27/11/2020 00:00,Chile,Cybernova,Pequenias y medianas empresas,347371.2,336600
28/11/2020 00:00,Argentina,NeuroNet,Pequenias y medianas empresas,856005.3,829462.5
29/11/2020 00:00,Mexico,Cybernova,Sector publico,16093.665,12100.5
29/11/2020 00:00,Chile,OmegaTech,Sector publico,52554.6,45396
29/11/2020 00:00,Chile,Cybernova,Pequenias y medianas empresas,384634.98,344655
30/11/2020 00:00,Chile,Cybernova,Instituciones educativas,18520.65,14526
01/12/2020 00:00,Argentina,NexTec,Instituciones educativas,30149.415,23103
01/12/2020 00:00,Mexico,NexTec,Consumidores finales,133037.3077,120312
01/12/2020 00:00,Uruguay,Cybernova,Sector publico,16138.44,9493.2
02/12/2020 00:00,Uruguay,Innovatech,Sector publico,110413.8,89154
03/12/2020 00:00,Argentina,Cybernova,Consumidores finales,487034.3077,426539.52
03/12/2020 00:00,Chile,Innovatech,Sector publico,30814.2,16218
03/12/2020 00:00,Mexico,OmegaTech,Sector publico,2986.893,2344.5
03/12/2020 00:00,Mexico,NeuroNet,Sector publico,13920.732,9943.38
04/12/2020 00:00,Uruguay,Innovatech,Instituciones educativas,25174.8,18648
04/12/2020 00:00,Uruguay,Cybernova,Sector publico,24946.9643,20720.07
05/12/2020 00:00,Mexico,OmegaTech,Instituciones educativas,127044.45,84696.3
05/12/2020 00:00,Peru,NexTec,Sector publico,3904.2,2169
05/12/2020 00:00,Mexico,OmegaTech,Pequenias y medianas empresas,552603.87,541768.5
07/12/2020 00:00,Chile,NexTec,Grandes clientes,45778.9752,35034.93
09/12/2020 00:00,Mexico,Cybernova,Instituciones educativas,62931.6864,47139.84
09/12/2020 00:00,Peru,NexTec,Sector publico,59353.29,34913.7
09/12/2020 00:00,Argentina,NexTec,Pequenias y medianas empresas,950676.21,833926.5
10/12/2020 00:00,Mexico,Innovatech,Sector publico,215062.092,179506.08
11/12/2020 00:00,Peru,NexTec,Instituciones educativas,11988,7992
11/12/2020 00:00,Peru,NexTec,Sector publico,9565.29,5314.05
13/12/2020 00:00,Mexico,OmegaTech,Pequenias y medianas empresas,412195.5,361575
13/12/2020 00:00,Argentina,Innovatech,Pequenias y medianas empresas,2276600.256,1976215.5
13/12/2020 00:00,Argentina,Cybernova,Pequenias y medianas empresas,1181990.475,1036833.75
14/12/2020 00:00,Chile,NexTec,Sector publico,880412.4,667368
14/12/2020 00:00,Uruguay,NeuroNet,Sector publico,166490.1,134433
16/12/2020 00:00,Uruguay,Innovatech,Instituciones educativas,31062.42,22509
16/12/2020 00:00,Peru,OmegaTech,Instituciones educativas,30112.4142,21820.59
16/12/2020 00:00,Uruguay,Cybernova,Consumidores finales,242513.2212,214650
16/12/2020 00:00,Chile,NexTec,Consumidores finales,264131.6538,244175.04
16/12/2020 00:00,Chile,Cybernova,Sector publico,367479,287352
16/12/2020 00:00,Chile,NexTec,Sector publico,15849.884,12173.49
16/12/2020 00:00,Chile,Cybernova,Pequenias y medianas empresas,62461.8,60525
17/12/2020 00:00,Uruguay,NeuroNet,Pequenias y medianas empresas,301480.704,270144
18/12/2020 00:00,Peru,OmegaTech,Instituciones educativas,13677.6074,9210.51
19/12/2020 00:00,Mexico,NeuroNet,Consumidores finales,272868.75,231660
19/12/2020 00:00,Argentina,Cybernova,Sector publico,13199.76,10476
20/12/2020 00:00,Peru,NeuroNet,Consumidores finales,269495.3337,238532.04
20/12/2020 00:00,Chile,Cybernova,Sector publico,80006.8147,59528.88
20/12/2020 00:00,Mexico,NeuroNet,Pequenias y medianas empresas,1303377.885,1248446.25
21/12/2020 00:00,Mexico,Innovatech,Sector publico,6882.408,4001.4
21/12/2020 00:00,Argentina,Cybernova,Grandes clientes,134243.5507,117072.864
22/12/2020 00:00,Peru,NeuroNet,Sector publico,42407.28,24372
23/12/2020 00:00,Peru,NeuroNet,Sector publico,6938.6001,5006.205
23/12/2020 00:00,Argentina,NexTec,Pequenias y medianas empresas,2290560.12,2219535
24/12/2020 00:00,Argentina,Cybernova,Instituciones educativas,28315.575,20974.5
25/12/2020 00:00,Peru,Cybernova,Consumidores finales,365648.7981,341820
25/12/2020 00:00,Uruguay,Cybernova,Sector publico,29220.3072,23990.4
25/12/2020 00:00,Uruguay,NeuroNet,Pequenias y medianas empresas,644654.7,537212.25
26/12/2020 00:00,Peru,Innovatech,Sector publico,549073.35,420498
28/12/2020 00:00,Mexico,Cybernova,Sector publico,2257.794,1629
28/12/2020 00:00,Peru,OmegaTech,Sector publico,888129.9,673218
28/12/2020 00:00,Argentina,Innovatech,Pequenias y medianas empresas,557442,516150
29/12/2020 00:00,Mexico,NexTec,Sector publico,26479.9874,21993.345
30/12/2020 00:00,Mexico,Cybernova,Instituciones educativas,21710.7,16830
30/12/2020 00:00,Argentina,OmegaTech,Grandes clientes,19865.736,15049.8
31/12/2020 00:00,Chile,OmegaTech,Instituciones educativas,26703,20700
01/01/2021 00:00,Peru,Innovatech,Consumidores finales,133016.8269,130200
01/01/2021 00:00,Uruguay,NeuroNet,Pequenias y medianas empresas,934065,915750
01/01/2021 00:00,Peru,NexTec,Grandes clientes,96378.48,72283.86
02/01/2021 00:00,Chile,OmegaTech,Sector publico,26391,13890
02/01/2021 00:00,Uruguay,NeuroNet,Sector publico,995057.84,859518.4
02/01/2021 00:00,Peru,Cybernova,Pequenias y medianas empresas,1300218.48,1094460
02/01/2021 00:00,Mexico,Cybernova,Grandes clientes,11439.7812,9225.63
04/01/2021 00:00,Chile,Cybernova,Sector publico,19158.72,14255
04/01/2021 00:00,Argentina,Cybernova,Sector publico,1879898.475,1534611
07/01/2021 00:00,Peru,NeuroNet,Sector publico,7707.35,5795
08/01/2021 00:00,Mexico,Cybernova,Consumidores finales,273646.1538,258720
09/01/2021 00:00,Peru,Innovatech,Consumidores finales,611019.2308,393380
09/01/2021 00:00,Peru,NeuroNet,Sector publico,26945.6,15310
09/01/2021 00:00,Argentina,NexTec,Grandes clientes,5313.996,4688.82
10/01/2021 00:00,Peru,NeuroNet,Instituciones educativas,13320,8880
10/01/2021 00:00,Mexico,NeuroNet,Consumidores finales,692977.8462,600580.8
10/01/2021 00:00,Peru,Cybernova,Grandes clientes,112864.752,94053.96
11/01/2021 00:00,Uruguay,Innovatech,Instituciones educativas,32558.4,22610
11/01/2021 00:00,Chile,Cybernova,Consumidores finales,959833.774,858690
11/01/2021 00:00,Chile,OmegaTech,Grandes clientes,40661.964,31118.85
12/01/2021 00:00,Argentina,Cybernova,Instituciones educativas,10665,7900
12/01/2021 00:00,Uruguay,NeuroNet,Consumidores finales,143927.8846,140880
12/01/2021 00:00,Uruguay,Cybernova,Consumidores finales,926939.4231,820440
12/01/2021 00:00,Argentina,Cybernova,Consumidores finales,9231.9231,5715
13/01/2021 00:00,Mexico,OmegaTech,Sector publico,1326325.77,995222.8
15/01/2021 00:00,Chile,Cybernova,Grandes clientes,33237.6,24928.2
16/01/2021 00:00,Uruguay,NeuroNet,Sector publico,79525.908,40164.6
16/01/2021 00:00,Peru,Innovatech,Grandes clientes,26698.8,21078
17/01/2021 00:00,Peru,Cybernova,Consumidores finales,458539.6442,389290.8
17/01/2021 00:00,Chile,OmegaTech,Consumidores finales,14632.9615,9150
17/01/2021 00:00,Mexico,Cybernova,Grandes clientes,30835.08,24867
18/01/2021 00:00,Mexico,OmegaTech,Sector publico,9856.84,7490
18/01/2021 00:00,Uruguay,NeuroNet,Pequenias y medianas empresas,1650664.035,1418096.25
20/01/2021 00:00,Mexico,OmegaTech,Consumidores finales,157569.2308,136560
20/01/2021 00:00,Peru,NexTec,Sector publico,986811,748020
21/01/2021 00:00,Argentina,OmegaTech,Sector publico,239183,189020
22/01/2021 00:00,Mexico,NexTec,Instituciones educativas,8653.5,6410
22/01/2021 00:00,Chile,NeuroNet,Pequenias y medianas empresas,298662,273500
23/01/2021 00:00,Chile,NexTec,Grandes clientes,36208.62,29200.5
24/01/2021 00:00,Chile,NexTec,Sector publico,404176.5,329940
24/01/2021 00:00,Argentina,Innovatech,Sector publico,18035.92,14980
25/01/2021 00:00,Mexico,OmegaTech,Instituciones educativas,14610,9740
25/01/2021 00:00,Argentina,NeuroNet,Pequenias y medianas empresas,2494206,2445300
26/01/2021 00:00,Argentina,Cybernova,Pequenias y medianas empresas,587598.84,504810
27/01/2021 00:00,Mexico,OmegaTech,Instituciones educativas,18537.81,13886
27/01/2021 00:00,Peru,Cybernova,Sector publico,33404.7952,25935.4
28/01/2021 00:00,Chile,NexTec,Sector publico,90850,45425
28/01/2021 00:00,Uruguay,NexTec,Sector publico,72984.912,53196
28/01/2021 00:00,Peru,Cybernova,Grandes clientes,40404.3552,30609.36
29/01/2021 00:00,Mexico,Cybernova,Consumidores finales,309220.1538,292353.6
30/01/2021 00:00,Argentina,NeuroNet,Sector publico,92064,71240
01/02/2021 00:00,Peru,OmegaTech,Instituciones educativas,24576.3,17430
01/02/2021 00:00,Mexico,OmegaTech,Sector publico,46796.2,26290
02/02/2021 00:00,Peru,NexTec,Sector publico,66039.424,37100.8
04/02/2021 00:00,Peru,NeuroNet,Consumidores finales,17333.0769,10730
05/02/2021 00:00,Peru,NeuroNet,Pequenias y medianas empresas,1466760.96,1273230
06/02/2021 00:00,Chile,OmegaTech,Sector publico,60200,52000
06/02/2021 00:00,Mexico,NexTec,Sector publico,43261.764,23770.2
07/02/2021 00:00,Uruguay,NexTec,Sector publico,2065758.45,1763866
07/02/2021 00:00,Argentina,NexTec,Grandes clientes,79645.2,59733.9
08/02/2021 00:00,Argentina,NexTec,Consumidores finales,1008874.731,953845.2
08/02/2021 00:00,Chile,Cybernova,Sector publico,19158.72,14255
08/02/2021 00:00,Argentina,Innovatech,Sector publico,3560.97,2735
10/02/2021 00:00,Peru,OmegaTech,Pequenias y medianas empresas,2108332.8,1792800
11/02/2021 00:00,Mexico,Cybernova,Grandes clientes,150166.8396,121102.29
13/02/2021 00:00,Peru,Cybernova,Sector publico,16957.395,13458.25
14/02/2021 00:00,Mexico,Innovatech,Sector publico,5262.684,3999
16/02/2021 00:00,Mexico,OmegaTech,Pequenias y medianas empresas,323694,275250
16/02/2021 00:00,Mexico,Cybernova,Grandes clientes,7661.916,6605.1
18/02/2021 00:00,Chile,NexTec,Instituciones educativas,22256.325,16305
19/02/2021 00:00,Uruguay,Cybernova,Consumidores finales,277194.4615,240235.2
20/02/2021 00:00,Mexico,Innovatech,Instituciones educativas,24427.92,18506
20/02/2021 00:00,Argentina,Cybernova,Sector publico,432356.4,338083.2
21/02/2021 00:00,Peru,NeuroNet,Instituciones educativas,14981.25,11750
21/02/2021 00:00,Chile,NeuroNet,Sector publico,222705,183820
22/02/2021 00:00,Argentina,NeuroNet,Instituciones educativas,50163.75,36750
22/02/2021 00:00,Chile,Innovatech,Instituciones educativas,29670,23000
23/02/2021 00:00,Peru,NeuroNet,Sector publico,70164.3152,54475.4
25/02/2021 00:00,Peru,Cybernova,Pequenias y medianas empresas,186923.1,171175
27/02/2021 00:00,Mexico,NeuroNet,Consumidores finales,260303.3654,218760
28/02/2021 00:00,Chile,OmegaTech,Consumidores finales,92055.2885,76590
28/02/2021 00:00,Mexico,NeuroNet,Consumidores finales,254064.6202,237507.6
01/03/2021 00:00,Chile,Cybernova,Sector publico,28566.72,21255
01/03/2021 00:00,Uruguay,Cybernova,Sector publico,1421637,1056073.2
02/03/2021 00:00,Chile,Cybernova,Instituciones educativas,22484.7,17430
02/03/2021 00:00,Peru,Innovatech,Sector publico,46852.1592,36375.9
03/03/2021 00:00,Chile,OmegaTech,Consumidores finales,74418.75,68040
03/03/2021 00:00,Mexico,NeuroNet,Sector publico,10396.54,8635
04/03/2021 00:00,Argentina,Cybernova,Sector publico,8031.6,4365
04/03/2021 00:00,Peru,Cybernova,Grandes clientes,5040.96,4248
05/03/2021 00:00,Mexico,Innovatech,Instituciones educativas,28795.95,21570
05/03/2021 00:00,Argentina,Innovatech,Consumidores finales,455377.9327,398815.2
05/03/2021 00:00,Mexico,NexTec,Sector publico,76603.824,43524.9
06/03/2021 00:00,Peru,Cybernova,Consumidores finales,114349.0385,97080
07/03/2021 00:00,Peru,NeuroNet,Sector publico,26588.94,18992.1
08/03/2021 00:00,Argentina,Innovatech,Grandes clientes,11560.272,10200.24
09/03/2021 00:00,Peru,NeuroNet,Grandes clientes,17253.6,14220
10/03/2021 00:00,Peru,Innovatech,Pequenias y medianas empresas,2671600.32,2319097.5
12/03/2021 00:00,Argentina,NexTec,Pequenias y medianas empresas,2349675.51,2151717.5
13/03/2021 00:00,Peru,NeuroNet,Pequenias y medianas empresas,62916,53500
13/03/2021 00:00,Chile,NexTec,Grandes clientes,6601.92,5382
14/03/2021 00:00,Chile,NexTec,Consumidores finales,208172.5962,199080
14/03/2021 00:00,Uruguay,Cybernova,Sector publico,14204.4,10680
14/03/2021 00:00,Peru,Cybernova,Sector publico,7690.8,4420
14/03/2021 00:00,Uruguay,NeuroNet,Sector publico,112420.8,56210.4
15/03/2021 00:00,Uruguay,OmegaTech,Grandes clientes,20991.6,16065
16/03/2021 00:00,Uruguay,NeuroNet,Pequenias y medianas empresas,431112,390500
18/03/2021 00:00,Argentina,NexTec,Consumidores finales,302965.3846,286440
18/03/2021 00:00,Uruguay,Innovatech,Consumidores finales,1040288.481,972494.4
18/03/2021 00:00,Uruguay,Cybernova,Sector publico,15774.36,12660
18/03/2021 00:00,Chile,NexTec,Pequenias y medianas empresas,686952,609000
19/03/2021 00:00,Mexico,NeuroNet,Pequenias y medianas empresas,86313.6,79920
19/03/2021 00:00,Chile,OmegaTech,Pequenias y medianas empresas,260257.5,252187.5
19/03/2021 00:00,Argentina,NeuroNet,Grandes clientes,72850.2786,56327.535
20/03/2021 00:00,Argentina,Cybernova,Pequenias y medianas empresas,827604,711000
20/03/2021 00:00,Peru,Cybernova,Grandes clientes,87323.4,65492.55
22/03/2021 00:00,Mexico,Innovatech,Instituciones educativas,37050,24700
23/03/2021 00:00,Argentina,NexTec,Sector publico,91238,69160
23/03/2021 00:00,Mexico,OmegaTech,Sector publico,47411.4004,36026.9
23/03/2021 00:00,Uruguay,NeuroNet,Grandes clientes,24782.9568,19162.08
24/03/2021 00:00,Chile,OmegaTech,Grandes clientes,110473.3872,88143.66
25/03/2021 00:00,Chile,Innovatech,Grandes clientes,25932.72,20691
26/03/2021 00:00,Peru,Cybernova,Sector publico,19144.5408,14097.6
26/03/2021 00:00,Peru,Innovatech,Sector publico,2769770.01,2121178.8
26/03/2021 00:00,Uruguay,Innovatech,Pequenias y medianas empresas,230310,213250
27/03/2021 00:00,Peru,NeuroNet,Sector publico,15800.0675,11879.75
28/03/2021 00:00,Peru,OmegaTech,Grandes clientes,10575.72,9117
29/03/2021 00:00,Argentina,Cybernova,Sector publico,116328.744,59351.4
29/03/2021 00:00,Uruguay,NeuroNet,Grandes clientes,14375.76,12537
30/03/2021 00:00,Peru,OmegaTech,Grandes clientes,18478.8,15930
30/03/2021 00:00,Uruguay,NexTec,Grandes clientes,14375.76,12537
31/03/2021 00:00,Argentina,Innovatech,Sector publico,303688,256360
31/03/2021 00:00,Argentina,Cybernova,Sector publico,14135.616,7682.4
31/03/2021 00:00,Chile,Cybernova,Pequenias y medianas empresas,545334,468500
01/04/2021 00:00,Mexico,NexTec,Consumidores finales,234634.6154,199200
02/04/2021 00:00,Uruguay,Cybernova,Pequenias y medianas empresas,468072,443250
03/04/2021 00:00,Peru,OmegaTech,Consumidores finales,608581.7308,506340
05/04/2021 00:00,Uruguay,NexTec,Consumidores finales,8236.0385,5150
05/04/2021 00:00,Peru,OmegaTech,Sector publico,15056.72,11690
06/04/2021 00:00,Chile,NeuroNet,Sector publico,20148,10074
06/04/2021 00:00,Uruguay,NeuroNet,Pequenias y medianas empresas,708439.5,608625
06/04/2021 00:00,Chile,Cybernova,Pequenias y medianas empresas,1254535.92,1136355
07/04/2021 00:00,Peru,NexTec,Consumidores finales,30484.6154,13210
07/04/2021 00:00,Peru,Innovatech,Pequenias y medianas empresas,582048,505250
