Fecha,País,Marca,Cliente, Ingresos , Gastos 
10/02/2020,Chile,NeuroNet,Sector público,900742.5,778050
10/02/2020,Uruguay,OmegaTech,Pequeñas y medianas empresas,1268696.52,1161810
10/03/2020,Uruguay,Cybernova,Consumidores finales,223848.56,219108.24
10/04/2020,Uruguay,Cybernova,Consumidores finales,173137.5,160056
10/04/2020,Argentina,Cybernova,Sector público,49995.57,41524.56
10/04/2020,Chile,NeuroNet,Grandes clientes,87593.43,72192.38
10/05/2020,Chile,NeuroNet,Instituciones educativas,36090.36,25596
10/05/2020,Uruguay,OmegaTech,Sector público,25695.9,13815
10/07/2020,Argentina,Cybernova,Instituciones educativas,8302.5,5535
10/08/2020,Perú,NexTec,Sector público,1758864.24,1361025.9
10/08/2020,Argentina,Innovatech,Sector público,467375.83,394538.04
10/08/2020,Uruguay,NexTec,Grandes clientes,92210.35,74363.18
10/09/2020,Perú,Innovatech,Instituciones educativas,8830.62,6399
10/12/2020,Chile,NexTec,Instituciones educativas,18380.93,14085
10/12/2020,Chile,OmegaTech,Consumidores finales,129872.6,108054
10/12/2020,Perú,Cybernova,Sector público,638637.3,474416.28
10/12/2020,Argentina,NexTec,Sector público,12459.56,7329.15
10/12/2020,México,Cybernova,Pequeñas y medianas empresas,157734,142875
10/12/2020,Argentina,NexTec,Pequeñas y medianas empresas,200707.2,181800
10/13/2020,Argentina,OmegaTech,Sector público,413459.42,319938.84
10/13/2020,Chile,Innovatech,Pequeñas y medianas empresas,775287.94,751248
10/13/2020,Uruguay,Innovatech,Grandes clientes,11166.12,8545.5
10/14/2020,Uruguay,Cybernova,Sector público,33078.24,17784
10/15/2020,México,NeuroNet,Instituciones educativas,53696.39,37289.16
10/15/2020,Argentina,NeuroNet,Sector público,16229.61,12600.63
10/16/2020,Perú,Cybernova,Consumidores finales,289533.46,245808
10/16/2020,Perú,NeuroNet,Pequeñas y medianas empresas,588859.2,570600
10/17/2020,Argentina,NexTec,Consumidores finales,259865.72,218392.2
10/18/2020,Argentina,Cybernova,Grandes clientes,27065.23,23603.4
10/19/2020,Argentina,Innovatech,Sector público,273319.2,230724
10/19/2020,México,OmegaTech,Sector público,28552.08,15350.58
10/21/2020,México,OmegaTech,Sector público,6849.47,5149.98
10/21/2020,México,Innovatech,Sector público,29584.25,16255.08
10/21/2020,Chile,Innovatech,Grandes clientes,27194.4,20395.8
10/22/2020,Uruguay,NexTec,Instituciones educativas,154034.66,120811.5
10/22/2020,Argentina,NexTec,Consumidores finales,195112.29,163973.16
10/22/2020,Uruguay,NeuroNet,Consumidores finales,817817.15,764521.2
10/23/2020,Uruguay,NeuroNet,Sector público,606617.42,484548.48
10/23/2020,Perú,NeuroNet,Pequeñas y medianas empresas,92517.39,78671.25
10/24/2020,Chile,OmegaTech,Consumidores finales,252960.14,216972
10/24/2020,México,NexTec,Consumidores finales,222325.06,188749.44
10/24/2020,Chile,OmegaTech,Sector público,47018.7,26415
10/24/2020,Uruguay,OmegaTech,Pequeñas y medianas empresas,1699625.59,1522962
10/24/2020,Perú,Innovatech,Grandes clientes,24475.65,20172.24
10/25/2020,Uruguay,Cybernova,Consumidores finales,152308.61,142382.88
10/25/2020,Chile,NexTec,Grandes clientes,20637.94,17998.2
10/28/2020,Argentina,NeuroNet,Consumidores finales,366187.5,304668
10/28/2020,México,NeuroNet,Consumidores finales,272868.75,231660
10/28/2020,Chile,NeuroNet,Grandes clientes,64337.85,51885.36
10/28/2020,Argentina,OmegaTech,Grandes clientes,28072.98,24482.25
10/29/2020,Perú,OmegaTech,Instituciones educativas,11916.45,8730
10/30/2020,Perú,Cybernova,Sector público,1517.04,1260
10/31/2020,México,Cybernova,Consumidores finales,285062.88,257796
10/31/2020,Perú,NexTec,Consumidores finales,54815.19,53654.4
10/31/2020,Chile,Cybernova,Pequeñas y medianas empresas,4185548.64,3832920
11/01/2020,Perú,Cybernova,Grandes clientes,3963.6,2972.7
11/02/2020,Perú,NeuroNet,Pequeñas y medianas empresas,1593506.25,1397812.5
11/05/2020,Perú,Innovatech,Sector público,8211.42,6174
11/05/2020,Perú,NexTec,Sector público,10859.94,5967
11/06/2020,México,OmegaTech,Sector público,18497.59,14361.48
11/07/2020,Perú,NexTec,Sector público,1438680.6,1068734.16
11/07/2020,Chile,Cybernova,Grandes clientes,15449.94,11704.5
11/08/2020,Chile,NexTec,Consumidores finales,275981.54,260928
11/08/2020,Perú,Cybernova,Sector público,10360.76,5630.85
11/08/2020,Argentina,Innovatech,Grandes clientes,8390.52,7403.4
11/09/2020,Perú,Innovatech,Grandes clientes,104525.8,82520.37
11/10/2020,Argentina,Innovatech,Instituciones educativas,106099.9,79475.58
11/13/2020,Argentina,Cybernova,Instituciones educativas,61715.56,41559.3
11/13/2020,Argentina,NeuroNet,Instituciones educativas,141675.01,101559.15
11/15/2020,Chile,OmegaTech,Sector público,70022.44,40242.78
11/16/2020,Chile,Innovatech,Instituciones educativas,91517.43,63553.77
11/16/2020,Argentina,Cybernova,Consumidores finales,234044.05,216360.72
11/16/2020,Perú,OmegaTech,Sector público,671806.8,499056.48
11/16/2020,Perú,Innovatech,Pequeñas y medianas empresas,171005.69,145413
11/16/2020,Perú,Cybernova,Pequeñas y medianas empresas,382552.09,328653
11/17/2020,Argentina,OmegaTech,Pequeñas y medianas empresas,344509.2,308700
11/17/2020,Uruguay,Innovatech,Pequeñas y medianas empresas,474131.39,420329.25
11/18/2020,México,NeuroNet,Sector público,13416.48,10890
11/18/2020,Perú,OmegaTech,Sector público,24933.93,19358.64
11/19/2020,Perú,NexTec,Sector público,530145,437580
11/19/2020,Chile,Innovatech,Pequeñas y medianas empresas,410605.2,342171
11/19/2020,México,NexTec,Pequeñas y medianas empresas,1297890,1138500
11/20/2020,Uruguay,OmegaTech,Consumidores finales,989305.14,904507.56
11/20/2020,México,Cybernova,Sector público,160091.98,87006.51
11/21/2020,México,Cybernova,Instituciones educativas,67105.32,46600.92
11/21/2020,Uruguay,NeuroNet,Grandes clientes,10868.07,9477.97
11/22/2020,Perú,Innovatech,Sector público,352680.3,261991.08
11/23/2020,Argentina,Cybernova,Sector público,114148.25,65602.44
11/23/2020,Perú,NeuroNet,Pequeñas y medianas empresas,638043.75,559687.5
11/24/2020,Chile,NeuroNet,Instituciones educativas,72902.53,51703.92
11/25/2020,Chile,Cybernova,Sector público,10094.95,7923.83
11/25/2020,Perú,NexTec,Grandes clientes,9518.15,8205.3
11/26/2020,Argentina,NexTec,Sector público,105537.6,81666
11/26/2020,Perú,NexTec,Sector público,32396.49,23140.35
11/27/2020,Chile,Innovatech,Sector público,15157.3,12303
11/27/2020,Chile,Innovatech,Pequeñas y medianas empresas,540270,450225
11/27/2020,Chile,Cybernova,Pequeñas y medianas empresas,347371.2,336600
11/28/2020,Argentina,NeuroNet,Pequeñas y medianas empresas,856005.3,829462.5
11/29/2020,México,Cybernova,Sector público,16093.67,12100.5
11/29/2020,Chile,OmegaTech,Sector público,52554.6,45396
11/29/2020,Chile,Cybernova,Pequeñas y medianas empresas,384634.98,344655
11/30/2020,Chile,Cybernova,Instituciones educativas,18520.65,14526
12/01/2020,Argentina,NexTec,Instituciones educativas,30149.42,23103
12/01/2020,México,NexTec,Consumidores finales,133037.31,120312
12/01/2020,Uruguay,Cybernova,Sector público,16138.44,9493.2
12/02/2020,Uruguay,Innovatech,Sector público,110413.8,89154
12/03/2020,Argentina,Cybernova,Consumidores finales,487034.31,426539.52
12/03/2020,Chile,Innovatech,Sector público,30814.2,16218
12/03/2020,México,OmegaTech,Sector público,2986.89,2344.5
12/03/2020,México,NeuroNet,Sector público,13920.73,9943.38
12/04/2020,Uruguay,Innovatech,Instituciones educativas,25174.8,18648
12/04/2020,Uruguay,Cybernova,Sector público,24946.96,20720.07
12/05/2020,México,OmegaTech,Instituciones educativas,127044.45,84696.3
12/05/2020,Perú,NexTec,Sector público,3904.2,2169
12/05/2020,México,OmegaTech,Pequeñas y medianas empresas,552603.87,541768.5
12/07/2020,Chile,NexTec,Grandes clientes,45778.98,35034.93
12/09/2020,México,Cybernova,Instituciones educativas,62931.69,47139.84
12/09/2020,Perú,NexTec,Sector público,59353.29,34913.7
12/09/2020,Argentina,NexTec,Pequeñas y medianas empresas,950676.21,833926.5
12/10/2020,México,Innovatech,Sector público,215062.09,179506.08
12/11/2020,Perú,NexTec,Instituciones educativas,11988,7992
12/11/2020,Perú,NexTec,Sector público,9565.29,5314.05
12/13/2020,México,OmegaTech,Pequeñas y medianas empresas,412195.5,361575
12/13/2020,Argentina,Innovatech,Pequeñas y medianas empresas,2276600.26,1976215.5
12/13/2020,Argentina,Cybernova,Pequeñas y medianas empresas,1181990.48,1036833.75
12/14/2020,Chile,NexTec,Sector público,880412.4,667368
12/14/2020,Uruguay,NeuroNet,Sector público,166490.1,134433
12/16/2020,Uruguay,Innovatech,Instituciones educativas,31062.42,22509
12/16/2020,Perú,OmegaTech,Instituciones educativas,30112.41,21820.59
12/16/2020,Uruguay,Cybernova,Consumidores finales,242513.22,214650
12/16/2020,Chile,NexTec,Consumidores finales,264131.65,244175.04
12/16/2020,Chile,Cybernova,Sector público,367479,287352
12/16/2020,Chile,NexTec,Sector público,15849.88,12173.49
12/16/2020,Chile,Cybernova,Pequeñas y medianas empresas,62461.8,60525
12/17/2020,Uruguay,NeuroNet,Pequeñas y medianas empresas,301480.7,270144
12/18/2020,Perú,OmegaTech,Instituciones educativas,13677.61,9210.51
12/19/2020,México,NeuroNet,Consumidores finales,272868.75,231660
12/19/2020,Argentina,Cybernova,Sector público,13199.76,10476
12/20/2020,Perú,NeuroNet,Consumidores finales,269495.33,238532.04
12/20/2020,Chile,Cybernova,Sector público,80006.81,59528.88
12/20/2020,México,NeuroNet,Pequeñas y medianas empresas,1303377.89,1248446.25
12/21/2020,México,Innovatech,Sector público,6882.41,4001.4
12/21/2020,Argentina,Cybernova,Grandes clientes,134243.55,117072.86
12/22/2020,Perú,NeuroNet,Sector público,42407.28,24372
12/23/2020,Perú,NeuroNet,Sector público,6938.6,5006.21
12/23/2020,Argentina,NexTec,Pequeñas y medianas empresas,2290560.12,2219535
12/24/2020,Argentina,Cybernova,Instituciones educativas,28315.58,20974.5
12/25/2020,Perú,Cybernova,Consumidores finales,365648.8,341820
12/25/2020,Uruguay,Cybernova,Sector público,29220.31,23990.4
12/25/2020,Uruguay,NeuroNet,Pequeñas y medianas empresas,644654.7,537212.25
12/26/2020,Perú,Innovatech,Sector público,549073.35,420498
12/28/2020,México,Cybernova,Sector público,2257.79,1629
12/28/2020,Perú,OmegaTech,Sector público,888129.9,673218
12/28/2020,Argentina,Innovatech,Pequeñas y medianas empresas,557442,516150
12/29/2020,México,NexTec,Sector público,26479.99,21993.35
12/30/2020,México,Cybernova,Instituciones educativas,21710.7,16830
12/30/2020,Argentina,OmegaTech,Grandes clientes,19865.74,15049.8
12/31/2020,Chile,OmegaTech,Instituciones educativas,26703,20700
01/01/2021,Perú,Innovatech,Consumidores finales,133016.83,130200
01/01/2021,Uruguay,NeuroNet,Pequeñas y medianas empresas,934065,915750
01/01/2021,Perú,NexTec,Grandes clientes,96378.48,72283.86
01/02/2021,Chile,OmegaTech,Sector público,26391,13890
01/02/2021,Uruguay,NeuroNet,Sector público,995057.84,859518.4
01/02/2021,Perú,Cybernova,Pequeñas y medianas empresas,1300218.48,1094460
01/02/2021,México,Cybernova,Grandes clientes,11439.78,9225.63
01/04/2021,Chile,Cybernova,Sector público,19158.72,14255
01/04/2021,Argentina,Cybernova,Sector público,1879898.48,1534611
01/07/2021,Perú,NeuroNet,Sector público,7707.35,5795
01/08/2021,México,Cybernova,Consumidores finales,273646.15,258720
01/09/2021,Perú,Innovatech,Consumidores finales,611019.23,393380
01/09/2021,Perú,NeuroNet,Sector público,26945.6,15310
01/09/2021,Argentina,NexTec,Grandes clientes,5314,4688.82
01/10/2021,Perú,NeuroNet,Instituciones educativas,13320,8880
01/10/2021,México,NeuroNet,Consumidores finales,692977.85,600580.8
01/10/2021,Perú,Cybernova,Grandes clientes,112864.75,94053.96
01/11/2021,Uruguay,Innovatech,Instituciones educativas,32558.4,22610
01/11/2021,Chile,Cybernova,Consumidores finales,959833.77,858690
01/11/2021,Chile,OmegaTech,Grandes clientes,40661.96,31118.85
01/12/2021,Argentina,Cybernova,Instituciones educativas,10665,7900
01/12/2021,Uruguay,NeuroNet,Consumidores finales,143927.88,140880
01/12/2021,Uruguay,Cybernova,Consumidores finales,926939.42,820440
01/12/2021,Argentina,Cybernova,Consumidores finales,9231.92,5715
1/13/2021,México,OmegaTech,Sector público,1326325.77,995222.8
1/15/2021,Chile,Cybernova,Grandes clientes,33237.6,24928.2
1/16/2021,Uruguay,NeuroNet,Sector público,79525.91,40164.6
1/16/2021,Perú,Innovatech,Grandes clientes,26698.8,21078
1/17/2021,Perú,Cybernova,Consumidores finales,458539.64,389290.8
1/17/2021,Chile,OmegaTech,Consumidores finales,14632.96,9150
1/17/2021,México,Cybernova,Grandes clientes,30835.08,24867
1/18/2021,México,OmegaTech,Sector público,9856.84,7490
1/18/2021,Uruguay,NeuroNet,Pequeñas y medianas empresas,1650664.04,1418096.25
1/20/2021,México,OmegaTech,Consumidores finales,157569.23,136560
1/20/2021,Perú,NexTec,Sector público,986811,748020
1/21/2021,Argentina,OmegaTech,Sector público,239183,189020
1/22/2021,México,NexTec,Instituciones educativas,8653.5,6410
1/22/2021,Chile,NeuroNet,Pequeñas y medianas empresas,298662,273500
1/23/2021,Chile,NexTec,Grandes clientes,36208.62,29200.5
1/24/2021,Chile,NexTec,Sector público,404176.5,329940
1/24/2021,Argentina,Innovatech,Sector público,18035.92,14980
1/25/2021,México,OmegaTech,Instituciones educativas,14610,9740
1/25/2021,Argentina,NeuroNet,Pequeñas y medianas empresas,2494206,2445300
1/26/2021,Argentina,Cybernova,Pequeñas y medianas empresas,587598.84,504810
1/27/2021,México,OmegaTech,Instituciones educativas,18537.81,13886
1/27/2021,Perú,Cybernova,Sector público,33404.8,25935.4
1/28/2021,Chile,NexTec,Sector público,90850,45425
1/28/2021,Uruguay,NexTec,Sector público,72984.91,53196
1/28/2021,Perú,Cybernova,Grandes clientes,40404.36,30609.36
1/29/2021,México,Cybernova,Consumidores finales,309220.15,292353.6
1/30/2021,Argentina,NeuroNet,Sector público,92064,71240
02/01/2021,Perú,OmegaTech,Instituciones educativas,24576.3,17430
02/01/2021,México,OmegaTech,Sector público,46796.2,26290
02/02/2021,Perú,NexTec,Sector público,66039.42,37100.8
02/04/2021,Perú,NeuroNet,Consumidores finales,17333.08,10730
02/05/2021,Perú,NeuroNet,Pequeñas y medianas empresas,1466760.96,1273230
02/06/2021,Chile,OmegaTech,Sector público,60200,52000
02/06/2021,México,NexTec,Sector público,43261.76,23770.2
02/07/2021,Uruguay,NexTec,Sector público,2065758.45,1763866
02/07/2021,Argentina,NexTec,Grandes clientes,79645.2,59733.9
02/08/2021,Argentina,NexTec,Consumidores finales,1008874.73,953845.2
02/08/2021,Chile,Cybernova,Sector público,19158.72,14255
02/08/2021,Argentina,Innovatech,Sector público,3560.97,2735
02/10/2021,Perú,OmegaTech,Pequeñas y medianas empresas,2108332.8,1792800
02/11/2021,México,Cybernova,Grandes clientes,150166.84,121102.29
2/13/2021,Perú,Cybernova,Sector público,16957.4,13458.25
2/14/2021,México,Innovatech,Sector público,5262.68,3999
2/16/2021,México,OmegaTech,Pequeñas y medianas empresas,323694,275250
2/16/2021,México,Cybernova,Grandes clientes,7661.92,6605.1
2/18/2021,Chile,NexTec,Instituciones educativas,22256.33,16305
2/19/2021,Uruguay,Cybernova,Consumidores finales,277194.46,240235.2
2/20/2021,México,Innovatech,Instituciones educativas,24427.92,18506
2/20/2021,Argentina,Cybernova,Sector público,432356.4,338083.2
2/21/2021,Perú,NeuroNet,Instituciones educativas,14981.25,11750
2/21/2021,Chile,NeuroNet,Sector público,222705,183820
2/22/2021,Argentina,NeuroNet,Instituciones educativas,50163.75,36750
2/22/2021,Chile,Innovatech,Instituciones educativas,29670,23000
2/23/2021,Perú,NeuroNet,Sector público,70164.32,54475.4
2/25/2021,Perú,Cybernova,Pequeñas y medianas empresas,186923.1,171175
2/27/2021,México,NeuroNet,Consumidores finales,260303.37,218760
2/28/2021,Chile,OmegaTech,Consumidores finales,92055.29,76590
2/28/2021,México,NeuroNet,Consumidores finales,254064.62,237507.6
03/01/2021,Chile,Cybernova,Sector público,28566.72,21255
03/01/2021,Uruguay,Cybernova,Sector público,1421637,1056073.2
03/02/2021,Chile,Cybernova,Instituciones educativas,22484.7,17430
03/02/2021,Perú,Innovatech,Sector público,46852.16,36375.9
03/03/2021,Chile,OmegaTech,Consumidores finales,74418.75,68040
03/03/2021,México,NeuroNet,Sector público,10396.54,8635
03/04/2021,Argentina,Cybernova,Sector público,8031.6,4365
03/04/2021,Perú,Cybernova,Grandes clientes,5040.96,4248
03/05/2021,México,Innovatech,Instituciones educativas,28795.95,21570
03/05/2021,Argentina,Innovatech,Consumidores finales,455377.93,398815.2
03/05/2021,México,NexTec,Sector público,76603.82,43524.9
03/06/2021,Perú,Cybernova,Consumidores finales,114349.04,97080
03/07/2021,Perú,NeuroNet,Sector público,26588.94,18992.1
03/08/2021,Argentina,Innovatech,Grandes clientes,11560.27,10200.24
03/09/2021,Perú,NeuroNet,Grandes clientes,17253.6,14220
03/10/2021,Perú,Innovatech,Pequeñas y medianas empresas,2671600.32,2319097.5
03/12/2021,Argentina,NexTec,Pequeñas y medianas empresas,2349675.51,2151717.5
3/13/2021,Perú,NeuroNet,Pequeñas y medianas empresas,62916,53500
3/13/2021,Chile,NexTec,Grandes clientes,6601.92,5382
3/14/2021,Chile,NexTec,Consumidores finales,208172.6,199080
3/14/2021,Uruguay,Cybernova,Sector público,14204.4,10680
3/14/2021,Perú,Cybernova,Sector público,7690.8,4420
3/14/2021,Uruguay,NeuroNet,Sector público,112420.8,56210.4
3/15/2021,Uruguay,OmegaTech,Grandes clientes,20991.6,16065
3/16/2021,Uruguay,NeuroNet,Pequeñas y medianas empresas,431112,390500
3/18/2021,Argentina,NexTec,Consumidores finales,302965.38,286440
3/18/2021,Uruguay,Innovatech,Consumidores finales,1040288.48,972494.4
3/18/2021,Uruguay,Cybernova,Sector público,15774.36,12660
3/18/2021,Chile,NexTec,Pequeñas y medianas empresas,686952,609000
3/19/2021,México,NeuroNet,Pequeñas y medianas empresas,86313.6,79920
3/19/2021,Chile,OmegaTech,Pequeñas y medianas empresas,260257.5,252187.5
3/19/2021,Argentina,NeuroNet,Grandes clientes,72850.28,56327.54
3/20/2021,Argentina,Cybernova,Pequeñas y medianas empresas,827604,711000
3/20/2021,Perú,Cybernova,Grandes clientes,87323.4,65492.55
3/22/2021,México,Innovatech,Instituciones educativas,37050,24700
3/23/2021,Argentina,NexTec,Sector público,91238,69160
3/23/2021,México,OmegaTech,Sector público,47411.4,36026.9
3/23/2021,Uruguay,NeuroNet,Grandes clientes,24782.96,19162.08
3/24/2021,Chile,OmegaTech,Grandes clientes,110473.39,88143.66
3/25/2021,Chile,Innovatech,Grandes clientes,25932.72,20691
3/26/2021,Perú,Cybernova,Sector público,19144.54,14097.6
3/26/2021,Perú,Innovatech,Sector público,2769770.01,2121178.8
3/26/2021,Uruguay,Innovatech,Pequeñas y medianas empresas,230310,213250
3/27/2021,Perú,NeuroNet,Sector público,15800.07,11879.75
3/28/2021,Perú,OmegaTech,Grandes clientes,10575.72,9117
3/29/2021,Argentina,Cybernova,Sector público,116328.74,59351.4
3/29/2021,Uruguay,NeuroNet,Grandes clientes,14375.76,12537
3/30/2021,Perú,OmegaTech,Grandes clientes,18478.8,15930
3/30/2021,Uruguay,NexTec,Grandes clientes,14375.76,12537
3/31/2021,Argentina,Innovatech,Sector público,303688,256360
3/31/2021,Argentina,Cybernova,Sector público,14135.62,7682.4
3/31/2021,Chile,Cybernova,Pequeñas y medianas empresas,545334,468500
04/01/2021,México,NexTec,Consumidores finales,234634.62,199200
04/02/2021,Uruguay,Cybernova,Pequeñas y medianas empresas,468072,443250
04/03/2021,Perú,OmegaTech,Consumidores finales,608581.73,506340
04/05/2021,Uruguay,NexTec,Consumidores finales,8236.04,5150
04/05/2021,Perú,OmegaTech,Sector público,15056.72,11690
04/06/2021,Chile,NeuroNet,Sector público,20148,10074
04/06/2021,Uruguay,NeuroNet,Pequeñas y medianas empresas,708439.5,608625
04/06/2021,Chile,Cybernova,Pequeñas y medianas empresas,1254535.92,1136355
04/07/2021,Perú,NexTec,Consumidores finales,30484.62,13210
04/07/2021,Perú,Innovatech,Pequeñas y medianas empresas,582048,505250
04/08/2021,Perú,NeuroNet,Sector público,15056.72,11690
04/10/2021,México,Cybernova,Sector público,72600.31,54586.7
04/11/2021,Perú,OmegaTech,Consumidores finales,2629073.08,2187388.8
04/11/2021,Perú,Cybernova,Sector público,13294.82,9790
04/11/2021,Chile,NeuroNet,Pequeñas y medianas empresas,223996.5,205125
4/13/2021,México,NexTec,Consumidores finales,157569.23,136560
4/13/2021,Chile,NexTec,Sector público,11263.84,9040
4/14/2021,Chile,Cybernova,Instituciones educativas,34983.45,27438
4/14/2021,Perú,NeuroNet,Sector público,1907193.12,1539969.6
4/14/2021,México,OmegaTech,Pequeñas y medianas empresas,139230,136500
4/15/2021,México,Innovatech,Grandes clientes,18972,16740
4/16/2021,Chile,NexTec,Instituciones educativas,110613.94,81035.85
4/16/2021,Argentina,Innovatech,Consumidores finales,505541.12,424858.8
4/16/2021,Chile,Cybernova,Sector público,14497.56,10460
4/16/2021,Uruguay,Cybernova,Grandes clientes,18519.12,15606
4/17/2021,Argentina,NeuroNet,Sector público,11312.75,9079.25
4/17/2021,México,NeuroNet,Grandes clientes,4007.64,3303
4/18/2021,Perú,Innovatech,Sector público,3408082.3,2583386
4/18/2021,Uruguay,OmegaTech,Sector público,97503.25,51317.5
4/19/2021,Argentina,NeuroNet,Sector público,1329836.76,1062235.2
4/19/2021,México,NeuroNet,Pequeñas y medianas empresas,116640,108000
4/19/2021,Argentina,NexTec,Pequeñas y medianas empresas,2565050.4,2429025
4/20/2021,México,Cybernova,Grandes clientes,12802.2,10107
4/20/2021,México,OmegaTech,Grandes clientes,3085.88,2543.31
4/21/2021,México,Cybernova,Instituciones educativas,77952.63,54703.6
4/21/2021,Argentina,Innovatech,Sector público,519027.11,410173.4
4/22/2021,Uruguay,Cybernova,Consumidores finales,413723.08,358560
4/23/2021,México,NeuroNet,Consumidores finales,357761.25,303732
4/23/2021,Argentina,Innovatech,Sector público,46042.36,25298
4/23/2021,México,OmegaTech,Sector público,145732.16,121638.4
4/24/2021,Argentina,NeuroNet,Sector público,4539,2670
4/24/2021,Argentina,NeuroNet,Sector público,57848.14,44913.15
4/24/2021,Perú,Cybernova,Grandes clientes,28855.56,22311
4/25/2021,Chile,NeuroNet,Sector público,1566432,1292928
4/26/2021,Chile,Cybernova,Instituciones educativas,72251.09,49150.4
4/26/2021,Perú,Cybernova,Sector público,1897343,1499420
4/26/2021,Uruguay,NexTec,Grandes clientes,31731.48,24039
4/27/2021,Chile,NexTec,Instituciones educativas,29364.66,21996
4/27/2021,Uruguay,NexTec,Consumidores finales,489753,420076.8
4/27/2021,México,Cybernova,Sector público,8139.6,6840
4/27/2021,Argentina,Cybernova,Sector público,40063.11,31104.9
4/30/2021,Chile,Cybernova,Sector público,13027.2,7080
4/30/2021,Chile,NexTec,Pequeñas y medianas empresas,391716,351000
05/01/2021,México,OmegaTech,Instituciones educativas,159990.01,117208.8
05/01/2021,Uruguay,NexTec,Consumidores finales,324841.85,314265.6
05/01/2021,Argentina,NexTec,Sector público,237218.8,179816
05/02/2021,Uruguay,OmegaTech,Grandes clientes,12406.8,9495
05/02/2021,Uruguay,Innovatech,Grandes clientes,12794.64,10782
05/03/2021,Uruguay,Cybernova,Sector público,29785.58,24454.5
05/03/2021,Argentina,NexTec,Grandes clientes,25692,19269
05/03/2021,Argentina,NexTec,Grandes clientes,9322.8,8226
05/04/2021,Perú,NeuroNet,Sector público,1017338,771160
05/05/2021,Chile,NeuroNet,Instituciones educativas,20423.25,15650
05/05/2021,Uruguay,OmegaTech,Sector público,29978.55,16117.5
05/05/2021,Chile,Innovatech,Sector público,44629.82,36225.5
05/07/2021,Uruguay,Cybernova,Sector público,6711.81,5155
05/07/2021,Uruguay,Cybernova,Sector público,2964428.78,2224391
05/11/2021,Uruguay,Cybernova,Consumidores finales,616673.08,397020
05/11/2021,México,OmegaTech,Sector público,41942.54,34836
5/13/2021,Uruguay,Cybernova,Consumidores finales,593681.97,509220
5/14/2021,Chile,NexTec,Consumidores finales,384447.12,319860
5/14/2021,Perú,NexTec,Sector público,35585.6,19340
5/16/2021,Chile,Innovatech,Sector público,550663.47,459622.8
5/17/2021,Argentina,Cybernova,Sector público,884205,729820
5/17/2021,Uruguay,NexTec,Pequeñas y medianas empresas,313104,296500
5/18/2021,Perú,Cybernova,Consumidores finales,387643.24,329101.2
5/19/2021,México,OmegaTech,Consumidores finales,195360.58,189000
5/20/2021,Perú,OmegaTech,Instituciones educativas,14981.25,11750
5/21/2021,Chile,NeuroNet,Sector público,404176.5,329940
5/21/2021,México,Cybernova,Pequeñas y medianas empresas,159570,147750
5/21/2021,Perú,OmegaTech,Pequeñas y medianas empresas,985849.92,855772.5
5/22/2021,Argentina,NexTec,Instituciones educativas,28623,20300
5/23/2021,Uruguay,NexTec,Sector público,123124.56,66196
5/25/2021,México,Innovatech,Instituciones educativas,5016,3800
5/25/2021,Uruguay,Cybernova,Pequeñas y medianas empresas,267561,239750
5/26/2021,Chile,OmegaTech,Sector público,1317498.68,988599.3
5/26/2021,Argentina,Innovatech,Sector público,449458.24,379412.8
5/26/2021,México,OmegaTech,Grandes clientes,22948.48,18309.96
5/27/2021,Argentina,Cybernova,Consumidores finales,75158.65,69480
5/27/2021,México,NeuroNet,Pequeñas y medianas empresas,1504140,1424375
5/27/2021,Uruguay,NexTec,Grandes clientes,12794.64,10782
5/29/2021,Chile,NeuroNet,Instituciones educativas,3139.2,2180
5/29/2021,México,OmegaTech,Pequeñas y medianas empresas,1359514.8,1156050
5/30/2021,Chile,OmegaTech,Sector público,1661821.7,1299469.6
5/31/2021,Uruguay,Cybernova,Sector público,460346.25,359970
5/31/2021,México,Innovatech,Grandes clientes,26114.4,21060
06/01/2021,México,NeuroNet,Grandes clientes,27102.1,20741.4
06/02/2021,Perú,NeuroNet,Instituciones educativas,52734,41360
06/02/2021,Uruguay,OmegaTech,Sector público,731472,566020
06/02/2021,Perú,NexTec,Sector público,6756.4,5080
06/03/2021,Perú,NexTec,Consumidores finales,219649.04,188400
06/03/2021,Chile,OmegaTech,Sector público,39820.8,20740
06/03/2021,Chile,Cybernova,Grandes clientes,22271.04,18981
06/03/2021,Chile,NexTec,Grandes clientes,50626.08,39143.88
06/04/2021,Uruguay,NexTec,Sector público,33031.6,17570
06/04/2021,Argentina,Cybernova,Sector público,354277,306020
06/04/2021,México,NexTec,Sector público,4573.94,3267.1
06/07/2021,Perú,Cybernova,Consumidores finales,133016.83,130200
06/09/2021,Argentina,Innovatech,Consumidores finales,132878.94,111672
06/09/2021,México,NexTec,Sector público,40775.68,23168
06/09/2021,Perú,NexTec,Grandes clientes,17449.94,15043.05
06/10/2021,Argentina,NexTec,Sector público,50597,26630
06/12/2021,Argentina,Cybernova,Consumidores finales,9231.92,5715
6/14/2021,Perú,Innovatech,Sector público,25174.93,19545.75
6/14/2021,Argentina,NeuroNet,Pequeñas y medianas empresas,382788,343000
6/14/2021,Argentina,NeuroNet,Pequeñas y medianas empresas,260580,252500
6/15/2021,Perú,Cybernova,Consumidores finales,238675.96,204720
6/16/2021,Chile,NexTec,Consumidores finales,341415,315619.2
